ID,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Churn
761,128,Renew,0,0,1,187.3,84,55,13.54,10.1,Tidak
762,27,Renew,0,0,2,201.2,128,54,11.36,8.4,Tidak
763,161,NotRenew,0,0,1,189.6,78,55,13.37,1.3,Tidak
764,33,Renew,1,4.05,0,186.8,124,94.5,13.05,15,Tidak
765,120,Renew,1,3.08,0,153.5,83,75.8,10.96,11.4,Tidak
766,113,Renew,0,0,2,187.6,97,50,10.41,8.7,Tidak
767,122,NotRenew,0,0,0,230.9,132,60,12.16,11,Ya
768,148,Renew,1,4.1,2,244.9,150,93,5.9,15.2,Tidak
769,74,Renew,0,0,3,230.9,93,59,11.15,9.7,Tidak
770,106,Renew,0,0.26,1,187.1,104,56.6,12.51,11,Tidak
771,179,Renew,0,0,1,170.7,54,46,9.56,13.3,Tidak
772,149,NotRenew,1,2.38,5,126.9,97,59.8,8.35,8.8,Ya
773,77,Renew,0,0,0,189.5,112,50,10.35,9.2,Tidak
774,127,NotRenew,0,0,1,176.9,110,45,8.4,7.7,Ya
775,80,Renew,0,0,1,161.1,99,45,9.94,10.6,Tidak
776,106,Renew,0,0,1,169.4,107,46,9.86,10.7,Tidak
777,61,Renew,1,2.84,0,254.4,133,85.4,8.09,10.5,Tidak
778,135,NotRenew,1,1.57,2,127.7,54,55.7,10.75,5.8,Tidak
779,115,Renew,1,3.67,6,170.5,107,84.7,10.86,13.6,Tidak
780,167,NotRenew,0,0,2,219.1,100,58,12.15,10.1,Tidak
781,107,NotRenew,0,0,2,273.5,104,63,9.19,11,Tidak
782,112,NotRenew,0,0,1,161.9,138,45,10.05,10.7,Tidak
783,35,Renew,1,2.54,1,241.7,87,79.4,7.1,9.4,Tidak
784,103,NotRenew,0,0.38,3,62.8,124,29.8,8.52,9.4,Tidak
785,107,Renew,1,3.02,1,281.1,83,90.2,7.19,11.2,Tidak
786,69,Renew,0,0,3,228.2,70,62,13.19,10.7,Tidak
787,85,Renew,0,0,0,209.8,82,53,9.73,11.3,Tidak
788,24,Renew,0,0,2,265.6,86,63,10.44,11.1,Ya
789,90,Renew,0,0,2,214.9,97,47,5.89,11.8,Tidak
790,137,Renew,0,0,3,110.5,79,38,11.16,10.5,Tidak
791,92,NotRenew,1,2.03,0,281.1,88,85.3,9.9,7.5,Tidak
792,38,Renew,0,0,2,137.8,86,48,14.32,14.1,Tidak
793,69,NotRenew,1,2.21,1,271.5,98,90.1,12.67,8.2,Ya
794,45,Renew,0,0,2,112.8,108,38,10.94,9,Tidak
795,73,Renew,0,0,1,187.3,118,53,11.99,15.1,Tidak
796,92,Renew,0,0,1,197,84,57,13.47,10.8,Tidak
797,113,Renew,1,2.27,1,180.4,89,64.7,6.47,8.4,Tidak
798,68,NotRenew,0,0,1,148.5,126,44,10.97,14.5,Ya
799,135,Renew,1,3.94,2,197.1,113,95.4,12.97,14.6,Tidak
800,100,Renew,1,4.29,1,153.7,115,80.9,6.89,15.9,Tidak
801,96,Renew,1,3.05,1,261.3,96,94.5,11.05,11.3,Tidak
802,108,Renew,0,0,1,246.2,102,60,10.12,9.4,Tidak
803,84,Renew,0,0,0,191,88,60,15.94,6.5,Tidak
804,134,Renew,0,0.35,1,208.3,86,60.5,12.68,12.6,Tidak
805,72,Renew,0,0,0,253,73,62,10.97,9.8,Tidak
806,83,Renew,0,0,0,202.3,87,52,10.08,6.8,Tidak
807,137,Renew,0,0,0,174.4,120,43,7.82,10.2,Tidak
808,56,Renew,1,3.27,1,127.1,89,69.7,8.61,12.1,Tidak
809,61,NotRenew,1,3.05,0,143.5,76,76.5,12.13,11.3,Tidak
810,171,Renew,1,1.57,1,186.9,94,68.7,12,5.8,Tidak
811,123,Renew,0,0,1,194,118,54,12.1,12.1,Tidak
812,58,Renew,0,0.19,0,234.8,89,50.9,5.34,9.9,Tidak
813,156,Renew,0,0,1,123.7,96,30,5.15,13.1,Tidak
814,166,Renew,0,0,0,173.9,103,54,13.82,15.3,Tidak
815,75,Renew,1,3.35,1,130.9,115,73.5,10.17,12.4,Tidak
816,75,Renew,0,0,2,314.6,102,68,8.49,5.7,Ya
817,83,Renew,0,0,1,227.9,78,57,10.38,12.1,Tidak
818,243,Renew,0,0,2,95.5,92,31,8.19,6.6,Tidak
819,153,Renew,0,0,1,185.3,127,50,10.4,15.1,Tidak
820,150,Renew,0,0.26,1,146.3,133,45.6,10.14,13.1,Tidak
821,92,Renew,1,3.43,2,184,99,72.3,3.82,12.7,Tidak
822,80,Renew,0,0,0,105.8,110,22,2.2,13.1,Tidak
823,134,Renew,0,0.31,1,178,110,47.1,7.69,11.7,Tidak
824,77,Renew,1,2.73,1,149.4,74,63.3,6.2,10.1,Tidak
825,147,Renew,0,0,2,209.4,104,47,6.63,11.3,Tidak
826,74,Renew,0,0,1,172.1,105,48,10.59,11.6,Tidak
827,138,NotRenew,0,0,1,169.3,82,48,10.9,9.4,Tidak
828,143,Renew,0,0.42,0,119.1,117,49.2,14.39,12.2,Tidak
829,64,Renew,0,0,2,194.2,147,48,8.67,5.5,Tidak
830,120,Renew,0,0,2,198.8,56,54,11.51,9.9,Tidak
831,121,NotRenew,0,0,3,167.7,94,37,4.69,13.4,Ya
832,88,Renew,0,0,2,202.2,86,53,10.84,11.8,Tidak
833,87,Renew,0,0,2,322.5,106,73,10.23,9.4,Ya
834,100,Renew,0,0.3,0,216.2,107,59,10.78,10.2,Tidak
835,104,Renew,0,0,3,76.4,116,23,5.78,9.4,Tidak
836,27,Renew,0,0,1,72.7,75,31,10.43,9.9,Tidak
837,81,Renew,1,2.62,0,210.4,100,81.2,11.28,9.7,Tidak
838,64,NotRenew,1,2.19,0,127.2,93,57.9,8.15,8.1,Tidak
839,107,Renew,1,3.21,1,201.8,79,93.1,15.25,11.9,Tidak
840,88,Renew,1,4.35,1,219.5,78,100.5,11.11,16.1,Tidak
841,111,Renew,0,0,3,99.3,112,40,13.53,9,Tidak
842,77,Renew,0,0,5,239.2,114,54,7.5,10.3,Tidak
843,67,NotRenew,0,0,2,120.9,58,41,11.75,11.4,Tidak
844,102,Renew,0,0,1,224.7,81,50,6.47,15.8,Tidak
845,146,Renew,1,3.94,1,176.6,88,83.4,8.14,14.6,Tidak
846,144,Renew,1,2.7,1,283.9,98,92,9.6,10,Tidak
847,96,Renew,0,0,1,180.6,92,47,9.55,10.3,Ya
848,70,Renew,1,2.78,1,125.9,101,66.8,9.82,10.3,Tidak
849,149,Renew,0,0,0,237.6,79,57,9.62,9.1,Tidak
850,129,Renew,0,0,2,198.4,91,57,13.24,9.2,Tidak
851,166,Renew,0,0,0,274.3,110,52,2.65,10.9,Tidak
852,136,NotRenew,0,0,3,199.6,89,52,10.57,11,Ya
853,149,Renew,0,0,3,217.7,91,61,13.68,9.6,Tidak
854,70,Renew,0,0,3,134.7,96,43,11.8,7.6,Tidak
855,120,Renew,1,2.62,2,212.7,73,85.2,12.88,9.7,Tidak
856,66,Renew,0,0,2,256.3,135,59,9.01,6.2,Tidak
857,104,Renew,0,0.27,1,183.6,133,44.7,6.04,12.7,Tidak
858,160,Renew,0,0,1,176.2,90,47,9.8,9.2,Tidak
859,129,Renew,1,3.16,1,205,94,80.6,8.27,11.7,Tidak
860,93,Renew,0,0,3,267.9,114,65,11.15,11.3,Ya
861,169,Renew,0,0,2,179.2,111,46,8.76,9.9,Tidak
862,58,Renew,0,0,1,149.4,145,43,9.83,14.9,Tidak
863,75,Renew,1,3.54,3,163.6,132,76.4,7.34,13.1,Tidak
864,45,Renew,0,0,1,207.6,71,49,7.64,12.4,Tidak
865,155,Renew,0,0,3,165.4,108,44,9.19,8.9,Tidak
866,52,Renew,0,0,4,209.8,114,51,8.57,9.9,Tidak
867,119,Renew,1,3,0,220.1,128,91,13.41,11.1,Tidak
868,86,Renew,0,0,1,141.3,72,38,7.72,8.2,Tidak
869,42,Renew,0,0,0,196.5,89,54,12.07,4,Tidak
870,127,NotRenew,0,0.26,2,180.9,114,51.6,10.48,7.4,Tidak
871,123,Renew,0,0,0,105,150,40,12.58,14.9,Tidak
872,98,Renew,0,0,4,271.4,119,63,9.52,11.1,Ya
873,149,Renew,1,2.94,1,206.7,79,79.4,8.73,10.9,Tidak
874,160,Renew,0,0.18,1,166.8,109,50.8,11.8,9.3,Tidak
875,103,Renew,0,0,5,204.9,107,47,6.76,10.4,Tidak
876,132,Renew,1,2.46,1,154.6,128,72.6,12.28,9.1,Tidak
877,137,Renew,0,0,1,127,107,50,16.16,7.5,Tidak
878,129,NotRenew,0,0,1,267.4,78,63,10.21,5.9,Tidak
879,62,Renew,0,0,1,281,66,62,8.03,0,Tidak
880,122,Renew,1,3.19,4,270.8,96,96.9,11.02,11.8,Tidak
881,32,Renew,0,0,1,171.2,82,45,9.28,10.2,Tidak
882,86,Renew,0,0,3,124.1,82,39,10.13,6.7,Tidak
883,130,Renew,0,0.35,1,162.8,113,56.5,14.52,7.2,Tidak
884,42,Renew,0,0,1,146.3,84,47,12.8,8,Tidak
885,73,Renew,0,0,2,254.8,85,56,7.17,15,Tidak
886,66,Renew,1,1.46,2,254.9,108,78.6,12.16,5.4,Tidak
887,103,Renew,1,2.4,0,107.7,124,59,9.45,8.9,Tidak
888,128,Renew,0,0,1,158.8,75,50,13.24,7.6,Tidak
889,104,Renew,0,0.23,2,182.9,113,54.3,11.98,5.5,Tidak
890,103,Renew,0,0,0,198.5,112,38,2.13,12.4,Tidak
891,124,Renew,0,0,0,178.4,72,51,11.68,12,Tidak
892,87,Renew,0,0,1,110.9,91,33,7.93,6.2,Tidak
893,109,Renew,1,3.32,1,166.9,85,81.2,11.06,12.3,Ya
894,167,NotRenew,0,0,2,244.8,91,47,3.04,10.7,Tidak
895,97,Renew,0,0,4,120.8,96,35,8.49,11.9,Ya
896,106,Renew,0,0.25,2,165.3,118,48.5,10.5,8.5,Tidak
897,125,Renew,0,0,2,126.7,113,35,7.78,14.4,Tidak
898,108,Renew,1,4.19,0,215.9,106,95.9,10.03,15.5,Tidak
899,125,Renew,0,0.3,1,140.1,132,45,10.48,8,Tidak
900,89,Renew,1,2.35,1,209.9,113,80.5,12.49,8.7,Tidak
901,72,NotRenew,1,1.49,0,139.8,114,50.9,6.91,5.5,Tidak
902,23,Renew,0,0,2,321.6,107,77,12.58,11.3,Ya
903,149,Renew,0,0,7,166.6,61,47,10.94,8.2,Tidak
904,73,Renew,0,0,0,214.2,90,54,9.84,5.9,Tidak
905,61,Renew,0,0,1,260,123,63,10.53,9,Ya
906,161,Renew,0,0.16,4,191.9,113,40.6,3.55,13.4,Ya
907,73,Renew,0,0,0,213,95,53,9.44,13.5,Tidak
908,118,Renew,1,4.56,1,118.1,83,75.6,5.48,16.9,Tidak
909,23,Renew,0,0,6,190.2,89,47,8.32,15,Tidak
910,127,Renew,1,1.38,0,82.2,95,41.8,8.17,5.1,Tidak
911,42,Renew,1,2.19,0,163.8,80,64.9,8.89,8.1,Tidak
912,118,Renew,0,0,5,267.8,145,73,15.82,14.4,Ya
913,45,Renew,0,0,2,159.8,91,38,6.02,10.6,Tidak
914,50,Renew,1,2.86,1,214.3,129,90.6,14.49,10.6,Tidak
915,179,Renew,0,0,0,287.3,123,74,14.4,10.5,Ya
916,152,Renew,0,0.22,2,101.2,122,32.2,7.08,7.5,Tidak
917,105,Renew,0,0,2,102.8,74,42,14.09,13.2,Tidak
918,72,Renew,0,0,0,109.1,97,29,5.79,8.3,Tidak
919,52,Renew,0,0,1,215.9,67,56,10.85,5.2,Tidak
920,125,Renew,0,0,1,203.4,110,46,6.44,11,Tidak
921,143,Renew,0,0.29,1,110.1,113,36.9,8.45,9.2,Tidak
922,65,Renew,0,0,1,111,51,38,10.99,4.4,Tidak
923,80,Renew,0,0,1,239.9,121,53,7.12,9.3,Tidak
924,1,Renew,0,0,1,144.8,107,35,5.63,13.8,Tidak
925,60,Renew,0,0,1,135.4,134,41,10.3,7.9,Tidak
926,43,Renew,0,0,1,84.2,134,22,4.04,10.8,Tidak
927,143,Renew,0,0,0,209.1,127,45,5.31,14,Tidak
928,81,Renew,1,3.08,0,130.1,117,69.8,9.8,11.4,Tidak
929,205,Renew,1,2.11,2,175.8,139,65.1,7.75,7.8,Tidak
930,24,Renew,0,0,1,241.9,104,54,7.26,6.6,Tidak
931,74,Renew,0,0,0,136.7,106,43,11.43,9.8,Tidak
932,77,Renew,0,0,1,67.7,68,29,9.79,12,Tidak
933,74,Renew,0,0,1,200.4,87,61,15.46,10,Tidak
934,74,NotRenew,0,0,1,125.8,103,40,10.39,14.1,Ya
935,200,Renew,0,0,1,128.2,87,34,6.66,11.2,Tidak
936,86,Renew,0,0,4,226.3,88,58,11.15,13,Tidak
937,91,Renew,1,2.48,0,162.3,107,72.8,11.7,9.2,Tidak
938,76,Renew,0,0,2,224.4,121,51,7.4,6.7,Tidak
939,130,Renew,0,0,1,120.5,127,37,9.49,14.3,Tidak
940,56,Renew,0,0.32,2,91.1,90,34.2,8.97,11.9,Tidak
941,117,Renew,0,0,0,168.8,137,50,12.07,15.5,Tidak
942,63,Renew,0,0.36,2,153.5,81,54.6,14.37,6.5,Tidak
943,126,Renew,0,0,0,226.2,88,51,7.02,6.4,Tidak
944,132,Renew,0,0.31,1,191.9,107,54.1,10.35,12.6,Tidak
945,81,Renew,1,2.48,4,167.9,147,69.8,9.54,9.2,Ya
946,122,Renew,0,0,2,180,88,43,7.25,11.5,Tidak
947,46,Renew,0,0,2,257.4,67,66,13.06,13.4,Ya
948,150,Renew,1,2.97,1,174.4,75,74.7,8.5,11,Tidak
949,99,Renew,0,0,1,159.7,83,41,7.77,8.4,Tidak
950,87,Renew,0,0,1,237.2,124,60,11.13,11,Tidak
951,108,Renew,0,0,1,103,129,39,12.12,7.9,Tidak
952,101,Renew,0,0,4,153.8,89,47,11.7,11.6,Tidak
953,53,Renew,0,0.22,3,205.1,86,51.2,8.03,10.7,Tidak
954,132,Renew,1,2.32,2,175.7,93,69.2,9.36,8.6,Tidak
955,158,Renew,0,0,2,155.9,123,46,11.21,8.6,Tidak
956,114,Renew,1,2.78,0,154.4,109,73.8,11.07,10.3,Tidak
957,77,Renew,1,1.92,2,209.7,73,71.2,9.18,7.1,Tidak
958,144,NotRenew,0,0.27,0,150,69,52.7,14.3,9.4,Tidak
959,91,Renew,1,3.32,3,232.4,97,89.2,9.3,12.3,Tidak
960,58,Renew,0,0,2,165.4,100,38,5.79,12.8,Tidak
961,5,Renew,0,0,3,199.2,106,50,9.37,13.3,Tidak
962,97,Renew,0,0.29,0,217.6,81,67.9,16.03,4.2,Tidak
963,107,Renew,0,0.47,3,212.1,95,53.7,7.51,7.7,Tidak
964,142,Renew,1,2.92,1,154,75,70.2,8.29,10.8,Tidak
965,9,Renew,1,3.59,1,193.8,130,86.9,10.13,13.3,Tidak
966,73,Renew,0,0,0,175.4,130,51,12.41,12.2,Tidak
967,48,Renew,1,4.24,2,152,63,90.4,12.94,15.7,Ya
968,43,Renew,0,0.36,0,230.2,147,58.6,9.34,9.2,Tidak
969,122,Renew,1,3.65,1,174.9,103,87.5,12.41,13.5,Ya
970,93,Renew,0,0.42,0,190.2,68,59.2,13.11,8.8,Tidak
971,85,Renew,0,0,1,176.4,122,50,11.25,11.5,Tidak
972,59,Renew,0,0.28,3,160.9,95,51.8,12.56,5,Tidak
973,87,Renew,0,0.29,1,228.7,90,55.9,8.15,11.8,Tidak
974,137,Renew,0,0.26,0,144,90,42.6,9.08,12.3,Tidak
975,21,Renew,1,2.57,6,135.9,90,72.7,13.55,9.5,Tidak
976,129,Renew,0,0,0,334.3,118,74,9.61,10.4,Ya
977,104,Renew,0,0,0,130.5,77,34,6.56,13,Tidak
978,93,Renew,1,3.19,4,134.2,105,68.9,8.13,11.8,Ya
979,63,Renew,0,0,4,278,102,70,13.32,13.1,Ya
980,161,Renew,0,0,0,105.4,70,37,10.74,7.8,Tidak
981,50,Renew,0,0,3,188.9,94,50,10.2,11.6,Tidak
982,103,Renew,1,1.86,1,111.8,85,58.6,11.98,6.9,Tidak
983,84,Renew,1,3.51,1,159.1,106,75.1,7.49,13,Tidak
984,92,Renew,0,0.29,1,212.4,105,58.9,11.23,9,Tidak
985,77,Renew,0,0,1,142.3,112,51,15.32,9.9,Tidak
986,64,NotRenew,0,0,1,346.8,55,81,12.48,13.3,Ya
987,159,Renew,1,3.19,1,113.9,102,63.9,7.27,11.8,Tidak
988,110,NotRenew,1,2.24,1,267.9,103,90.4,13.17,8.3,Ya
989,138,Renew,0,0.28,3,171.4,117,41.8,5.76,17,Tidak
990,178,Renew,0,0,1,275.4,150,63,9.38,13.6,Tidak
991,38,Renew,1,1.05,0,197.2,118,65.5,12.5,3.9,Tidak
992,50,Renew,1,2.13,2,192.6,97,66.3,6.76,7.9,Tidak
993,45,Renew,1,2.08,1,91.7,104,49.8,7.53,7.7,Tidak
994,70,Renew,0,0.17,0,126.3,99,35.7,7.08,9.6,Tidak
995,147,Renew,1,2.81,3,251.5,107,91.1,11.71,10.4,Tidak
996,94,Renew,0,0,1,190.6,108,46,7.62,7.5,Tidak
997,179,Renew,0,0,0,116.1,101,37,10.09,11.6,Tidak
998,116,Renew,0,0.23,2,217.3,91,58.3,10.81,11.3,Tidak
999,59,Renew,0,0,0,179.4,80,51,11.63,14.7,Tidak
1000,165,Renew,0,0,0,207.7,109,50,8.24,7.9,Tidak
1001,133,Renew,0,0,2,277.3,138,67,11.42,12.8,Ya
1002,140,Renew,0,0,1,125.3,84,36,8.38,8.4,Tidak
1003,93,Renew,1,1.84,2,138.1,91,56.4,8.37,6.8,Tidak
1004,52,Renew,1,2.21,0,169.3,88,70.1,11.3,8.2,Tidak
1005,64,Renew,1,3.32,1,201.3,101,80.2,7.19,12.3,Tidak
1006,12,NotRenew,0,0,2,216.7,117,47,5.83,9.8,Tidak
1007,48,Renew,0,0,2,190.4,92,60,15.88,8.3,Tidak
1008,181,Renew,0,0,1,143.3,91,41,9.78,6,Tidak
1009,168,Renew,1,3.08,2,97.4,57,64.8,10.18,11.4,Tidak
1010,155,Renew,0,0,3,181.4,111,46,8.39,11.3,Tidak
1011,105,Renew,0,0,0,246.4,83,64,12.81,3.8,Tidak
1012,11,Renew,0,0,2,143.4,130,49,14.47,9.7,Tidak
1013,182,Renew,0,0.36,2,104.9,111,38.6,9.93,8,Tidak
1014,104,Renew,0,0,1,156.2,93,43,9.65,13.1,Tidak
1015,102,Renew,0,0,0,114.8,125,27,4.1,12,Tidak
1016,122,Renew,0,0,0,232.5,96,57,10.28,11.9,Tidak
1017,41,Renew,0,0,1,143.6,117,38,7.62,8.6,Tidak
1018,132,Renew,0,0,2,176.7,132,51,12.21,9.1,Tidak
1019,76,Renew,0,0,1,263.4,148,65,11.52,11.4,Ya
1020,13,Renew,0,0,1,146.4,74,38,7.43,11.3,Tidak
1021,115,Renew,1,3.83,2,145,72,80.3,9.73,14.2,Tidak
1022,67,Renew,0,0.42,1,167.8,91,47.2,8.39,8.4,Tidak
1023,154,Renew,0,0,0,166.9,99,42,7.75,7.2,Tidak
1024,100,Renew,0,0,2,142.5,87,41,9.79,7.8,Tidak
1025,146,NotRenew,0,0,1,133,65,45,13.14,11.2,Tidak
1026,148,Renew,1,3.32,1,252.9,129,101.2,14.22,12.3,Tidak
1027,67,Renew,1,2.7,2,95,94,68,14.56,10,Tidak
1028,161,NotRenew,0,0,1,194.2,106,55,12.47,12.9,Ya
1029,70,Renew,0,0,1,222.8,114,57,10.8,0,Tidak
1030,116,Renew,0,0,0,201.8,82,54,11.58,16.5,Tidak
1031,99,Renew,1,2.51,2,216,125,82.1,11.62,9.3,Ya
1032,87,Renew,0,0.29,1,146.3,108,42.9,8.59,5.3,Tidak
1033,87,Renew,0,0.32,1,234.8,85,55.2,7.05,9.5,Tidak
1034,70,Renew,0,0,2,198.6,111,52,10.7,10.6,Tidak
1035,131,Renew,0,0,2,94.4,80,35,10.76,13.1,Tidak
1036,119,Renew,0,0.18,2,190.4,74,52.8,10.78,10,Tidak
1037,119,Renew,1,3.24,3,142.6,77,74.4,10.41,12,Tidak
1038,87,NotRenew,0,0,0,134.2,80,37,8.25,10.7,Tidak
1039,112,Renew,0,0,5,111.9,92,29,5.7,14.1,Ya
1040,75,Renew,0,0,2,122.8,89,39,10.57,10.7,Tidak
1041,150,Renew,0,0,4,189.3,77,51,11.05,9.2,Tidak
1042,161,Renew,1,4.35,0,240.4,112,102.5,10.09,16.1,Tidak
1043,91,NotRenew,1,2.67,0,93.5,112,58.7,9.17,9.9,Tidak
1044,124,Renew,0,0,3,158.6,104,45,10.56,10.2,Tidak
1045,94,NotRenew,0,0,4,243.2,109,54,7.35,7.2,Tidak
1046,217,Renew,0,0,4,176.4,115,44,7.94,9.3,Tidak
1047,158,Renew,0,0.31,0,220.9,129,62.1,12.11,6.4,Tidak
1048,102,Renew,0,0.33,0,144.4,87,51.3,13.33,7.1,Tidak
1049,85,Renew,0,0,0,212.3,107,56,11.42,7.7,Tidak
1050,79,Renew,0,0,1,147,72,40,8.29,8.4,Tidak
1051,139,Renew,1,3.48,2,96.2,112,66.8,8.95,12.9,Tidak
1052,103,Renew,0,0,0,263.4,118,60,8.96,10.3,Tidak
1053,98,NotRenew,0,0,1,12.5,67,24,12.83,7.7,Tidak
1054,78,Renew,0,0.21,2,162.3,116,46.1,9.62,10.1,Tidak
1055,50,Renew,0,0,1,183.6,107,37,2.93,8.7,Tidak
1056,161,Renew,0,0,1,178.1,109,43,7.33,8.5,Tidak
1057,67,Renew,0,0,0,201.4,101,43,4.88,7,Tidak
1058,86,Renew,1,3.59,1,123,158,68.9,6.7,13.3,Tidak
1059,92,Renew,0,0,0,208,125,53,9.95,8.6,Tidak
1060,174,Renew,0,0.29,1,239.2,72,59.9,9.43,8.8,Tidak
1061,124,Renew,0,0,1,193,97,41,4.49,15.3,Tidak
1062,132,Renew,1,2.78,1,174.5,101,78.8,12.28,10.3,Tidak
1063,190,Renew,1,2.67,1,116.7,71,59.7,7.3,9.9,Tidak
1064,101,Renew,0,0,1,93.8,127,29,7.5,10.7,Tidak
1065,185,NotRenew,1,3.48,2,154.1,114,71.8,5.94,12.9,Tidak
1066,68,Renew,1,2.67,0,239.5,82,85.7,10.19,9.9,Tidak
1067,117,Renew,1,3.19,0,216,140,87.9,11.21,11.8,Tidak
1068,118,Renew,0,0.32,1,187.4,97,50.2,8.89,12.2,Tidak
1069,124,Renew,0,0.21,0,167.4,119,51.1,11.66,10.3,Tidak
1070,22,Renew,0,0,1,160.4,108,46,10.91,12.5,Tidak
1071,75,Renew,0,0,1,143.2,92,43,10.46,11.9,Tidak
1072,134,Renew,0,0,1,205.3,122,56,12.03,5,Tidak
1073,164,Renew,1,3.86,1,219.1,88,89.6,7.58,14.3,Tidak
1074,44,Renew,0,0.32,1,143.2,77,42.2,8.49,7.6,Tidak
1075,177,Renew,0,0,2,232.8,106,55,8.76,12.5,Tidak
1076,110,Renew,0,0,0,162,81,49,12.38,8.9,Tidak
1077,53,Renew,1,1.76,1,25.9,119,39.6,10.33,6.5,Tidak
1078,108,Renew,0,0,4,154.2,123,36,5.62,15.4,Ya
1079,80,Renew,0,0,0,322.3,113,74,11.1,6.7,Ya
1080,158,Renew,0,0,1,209.9,112,55,11.07,8.2,Tidak
1081,114,Renew,0,0,0,191.5,88,48,8.76,0,Tidak
1082,64,Renew,1,2.03,1,291.1,150,89.3,11.34,7.5,Tidak
1083,88,Renew,0,0,3,215.6,115,56,10.81,11.8,Tidak
1084,82,NotRenew,0,0,3,208.8,101,54,10.69,12.4,Tidak
1085,111,Renew,0,0,3,255.9,97,61,10.21,12.3,Tidak
1086,60,Renew,0,0,2,252.7,97,62,11.06,12.4,Tidak
1087,113,Renew,0,0,3,132.1,72,44,12.38,6.9,Tidak
1088,109,Renew,0,0,1,217,115,55,10.35,8.2,Tidak
1089,105,Renew,1,3.48,0,101.9,79,71.8,11.16,12.9,Tidak
1090,85,Renew,0,0,2,211.5,100,52,9.23,13.3,Tidak
1091,131,Renew,0,0.46,0,153.4,86,47.6,9.93,10.4,Tidak
1092,59,Renew,0,0.27,2,166.3,95,51.7,11.97,10,Tidak
1093,148,Renew,0,0.45,1,185.2,87,50.5,8.52,9.5,Tidak
1094,210,Renew,0,0.28,2,104.6,121,33.8,7.48,6.5,Tidak
1095,115,Renew,0,0,0,245.2,105,56,7.95,7.2,Tidak
1096,106,Renew,0,0,1,274.4,120,64,9.93,6,Tidak
1097,93,Renew,0,0,1,98.4,78,38,12.48,14.2,Tidak
1098,57,Renew,1,3.51,1,279.9,121,102.1,11.16,13,Tidak
1099,98,Renew,0,0.41,1,187.2,127,53.1,9.78,5.1,Tidak
1100,157,Renew,0,0,3,276.2,95,62,8.29,2.2,Tidak
1101,116,Renew,1,2.24,1,200.4,104,80.4,13.64,8.3,Tidak
1102,30,Renew,0,0,2,162.3,96,49,12.2,9.1,Tidak
1103,111,Renew,0,0,4,176.9,128,39,5.14,10.5,Ya
1104,52,Renew,0,0,0,165.5,78,46,10.28,12.2,Tidak
1105,72,Renew,0,0,4,217.8,93,54,9.49,10.4,Tidak
1106,135,Renew,1,3.48,2,201.4,100,90.8,12.33,12.9,Ya
1107,86,Renew,0,0.42,3,190.5,115,52.2,8.98,10.1,Tidak
1108,98,Renew,1,3.46,3,179.9,97,81.6,9.46,12.8,Tidak
1109,151,Renew,0,0,3,235.9,104,47,4.03,5.8,Tidak
1110,118,Renew,0,0,0,140.4,112,40,9.36,7.9,Tidak
1111,117,Renew,0,0.41,2,144.6,115,51.1,12.94,7.4,Tidak
1112,55,Renew,0,0.23,0,189,100,45.3,5.93,17.1,Tidak
1113,82,Renew,0,0,0,101,93,31,7.78,13.3,Tidak
1114,152,Renew,0,0,1,206.3,98,60,14.64,10.6,Tidak
1115,108,Renew,1,2.94,1,165.1,85,80.4,13.35,10.9,Tidak
1116,98,Renew,0,0,1,165,129,46,10.13,12.5,Ya
1117,130,Renew,0,0,3,155.9,95,49,12.81,11.7,Tidak
1118,136,NotRenew,0,0,1,199.2,122,53,10.74,11.8,Tidak
1119,47,Renew,0,0,3,155.3,116,43,9.41,12.3,Tidak
1120,189,Renew,0,0,3,208.3,106,56,11.84,11.3,Tidak
1121,107,Renew,0,0,1,157.1,79,41,8.13,12.1,Tidak
1122,91,Renew,0,0,5,154.4,165,41,8.42,11.7,Ya
1123,159,Renew,0,0,1,189.1,105,54,12.31,10.4,Ya
1124,11,Renew,1,2.7,2,131.5,98,69,11.51,10,Tidak
1125,167,Renew,0,0,1,166.4,85,49,12.16,9.9,Tidak
1126,111,Renew,0,0.26,2,142.3,75,37.6,6.14,12.8,Tidak
1127,99,Renew,1,1.97,2,87.7,103,53.7,11.15,7.3,Tidak
1128,159,Renew,1,4.56,0,184.1,78,93.6,9.73,16.9,Tidak
1129,114,NotRenew,1,3.32,2,174.5,104,82.2,11.21,12.3,Tidak
1130,71,Renew,0,0,2,103.3,103,30,6.93,9,Tidak
1131,122,Renew,0,0,1,35.1,62,22,9.04,12.7,Tidak
1132,100,Renew,1,3.51,1,246.6,94,89.1,7.07,13,Tidak
1133,83,Renew,1,3.19,1,78.5,109,63.9,10.53,11.8,Tidak
1134,64,Renew,0,0,5,148.1,73,40,8.25,12.3,Ya
1135,105,Renew,0,0,1,206.2,84,57,12.82,9,Tidak
1136,144,Renew,1,3.29,2,251.6,87,92.9,9.88,12.2,Tidak
1137,106,NotRenew,1,3.89,1,270.3,111,103.9,10.76,14.4,Ya
1138,19,Renew,1,3.05,1,156.6,97,76.5,11.21,11.3,Tidak
1139,46,Renew,0,0.42,1,139.4,81,47.2,11.19,13.6,Tidak
